text_length,compression_ratio,runs_index,serial_index,bit_transition_frequency,fourier_transform_mean,fourier_transform_std,fourier_transform_peak,fourier_transform_energy,wavelet_transform_energy,perplexity,markov_chain_mean,markov_chain_std,character_pair_frequency_mean,character_pair_frequency_std,vowel_to_consonant_ratio,uppercase_to_lowercase_ratio,longest_run_of_identical_bytes,entropy_of_fft_components,algorithm
140,1.0142857142857142,139,136,649,340.9403638827968,979.6033218989542,11813.0,150620820.0,1035906.5,1.054224108706152,0.01748230224684518,0.09796216444721279,1.0220588235294117,0.14687488496645718,0.37662337662337664,0.9272727272727272,2,4.194993324294384,DES
140,1.0142857142857142,139,136,649,322.18543883524336,989.1499092668115,11905.0,151510939.99999997,1049980.5,1.054224108706152,0.01625907014243483,0.09804090960424974,1.0220588235294117,0.14687488496645718,0.12871287128712872,1.1923076923076923,2,4.118833825934441,Blowfish
152,0.9736842105263158,150,145,699,321.7670449114026,1010.7868068039785,12656.0,171034048.0,1089832.0,1.0520002894258524,0.01818181818181818,0.09433470099953768,1.0413793103448277,0.19916591831991245,0.27835051546391754,1.2962962962962963,2,4.194017286781534,AES
140,1.0142857142857142,140,137,623,322.27437048196475,1015.7545127295539,12218.0,158986520.0,1099138.0,1.0536656405543072,0.017092746730083236,0.09648148505056889,1.0145985401459854,0.11993924616901448,0.20408163265306123,0.84375,1,4.097206842583154,DES
140,1.0071428571428571,138,138,643,336.5813322429462,966.5019434980788,11603.0,146637819.99999997,1003402.5,1.0531074682472206,0.016853394618404672,0.09666985430318734,1.0072463768115942,0.08481666601970744,0.2289156626506024,0.9245283018867925,2,4.161136643570551,Blowfish
152,0.9868421052631579,150,150,713,327.0799500966479,1022.0502464383902,12762.0,175038335.99999997,1108820.0,1.0495861506763253,0.017241379310344827,0.09374512802772104,1.0066666666666666,0.08137703743822466,0.25,1.2222222222222223,2,4.167978979494358,AES
140,1.0071428571428571,139,138,669,326.053640215911,973.2050265498802,11713.0,147481460.0,1021831.5000000002,1.0531074682472206,0.01716706302021403,0.09570560410306625,1.0072463768115942,0.08481666601970744,0.3023255813953488,1.24,2,4.144435877576418,DES
140,1.0142857142857142,136,137,653,336.02760109072364,1010.1111083961075,12167.0,158653459.99999997,1099564.5,1.0536656405543072,0.016853394618404672,0.0984780619266155,1.0145985401459854,0.11993924616901448,0.2127659574468085,0.9,2,4.149937966107135,Blowfish
152,0.9736842105263158,147,146,693,337.8564342000158,1023.711399697029,12822.0,176644064.0,1129000.0,1.0515170178659254,0.016666666666666666,0.09652017335745615,1.0342465753424657,0.18186189105961303,0.24489795918367346,1.1403508771929824,3,4.232504372396389,AES
140,1.0142857142857142,137,139,663,320.6393943666568,963.6080005791689,11558.0,144388999.99999997,993191.0,1.0525495916281706,0.01661111111111111,0.09564593593942397,1.0,0.0,0.32051282051282054,1.0196078431372548,2,4.112681168207402,DES
140,1.0071428571428571,136,138,659,321.13751189219437,1035.8285082269606,12430.0,164649799.99999994,1138020.0,1.0531074682472206,0.017092746730083236,0.09686499935674674,1.0072463768115942,0.08481666601970743,0.3076923076923077,0.803030303030303,2,4.036015201808146,Blowfish
152,0.9868421052631579,151,148,709,329.0923652306204,1038.6232306023758,13000.0,180430080.00000003,1146707.0,1.050551140665006,0.017241379310344827,0.09479897065381668,1.0202702702702702,0.14092333523387976,0.23232323232323232,1.0333333333333334,2,4.185385840505555,AES
140,1.0071428571428571,140,138,623,327.5248551475385,999.2084213318983,12024.0,154796599.99999997,1063213.0,1.0531074682472206,0.017236072637734686,0.0966351964054294,1.0072463768115942,0.08481666601970744,0.3023255813953488,0.9649122807017544,1,4.1238152420916805,DES
140,1.0071428571428571,139,137,641,324.31201489297047,987.1543531768788,11842.0,151151279.99999997,1040418.0,1.0536656405543072,0.018071625344352617,0.09354340002859708,1.0145985401459854,0.11993924616901451,0.26136363636363635,1.1346153846153846,2,4.096509924971718,Blowfish
152,0.993421052631579,149,148,681,322.0129644682112,1060.8103745318456,13263.0,186809672.00000006,1187960.5,1.050551140665006,0.01639344262295082,0.09478720000365376,1.0202702702702702,0.1409233352338798,0.2524271844660194,0.9846153846153847,2,4.137525569780886,AES
140,0.9928571428571429,138,135,655,326.0616052519162,976.9860948757374,11758.0,148514520.00000003,1022801.0,1.0552182411655953,0.018016528925619835,0.09367663987413162,1.0296296296296297,0.20872596746082028,0.16,1.4166666666666667,2,4.15025556066473,DES
140,1.0,139,136,635,301.1334230400725,932.6691061293758,11189.0,134477420.0,932520.5000000001,1.054224108706152,0.017466912896275777,0.09897844794099447,1.0220588235294117,0.14687488496645718,0.14736842105263157,1.725,2,4.079815649323389,Blowfish
152,0.993421052631579,150,149,699,327.71731229486784,1052.8154459458826,13171.0,184804488.0,1186469.5,1.050068534820088,0.017241379310344827,0.09286051430148935,1.0134228187919463,0.11507669932538422,0.29292929292929293,0.9393939393939394,2,4.165036124874673,AES
140,1.0071428571428571,139,136,635,323.70221886669793,979.5927079663142,11763.0,149013900.0,1022393.5,1.054224108706152,0.017389966143428748,0.09737451506421231,1.0220588235294117,0.14687488496645718,0.27380952380952384,0.8771929824561403,2,4.103168408283251,DES
140,1.0,139,131,675,330.57005253612,963.9493972020869,11623.0,145386500.0,1008400.5,1.0574571846906877,0.018016528925619835,0.10028583700443626,1.0610687022900764,0.2694559174766839,0.2891566265060241,1.0980392156862746,2,4.185799841972161,Blowfish
152,0.9868421052631579,149,147,693,355.26982228260346,1044.69151110521,13087.0,185074744.00000003,1169990.5,1.0510339683129721,0.01639344262295082,0.09128300400158121,1.0272108843537415,0.1626974250762095,0.2765957446808511,0.8181818181818182,2,4.262573007413793,AES
140,1.0071428571428571,138,138,619,343.73211723181055,988.5976085260054,11923.0,153366780.0,1050111.5,1.0531074682472206,0.01748230224684518,0.09733338798508523,1.0072463768115942,0.08481666601970744,0.2857142857142857,0.7142857142857143,2,4.199628920643949,DES
140,1.0071428571428571,137,136,651,332.54352201030304,972.6195587016452,11720.0,147920360.0,1025040.0000000001,1.054224108706152,0.017793367346938774,0.09789797022949726,1.0220588235294117,0.14687488496645718,0.28735632183908044,1.2857142857142858,2,4.175028301505423,Blowfish
152,0.9868421052631579,151,147,699,331.9218931000958,1022.205388794663,12820.0,175571552.0,1122581.0,1.0510339683129721,0.01639344262295082,0.09211743670220524,1.0272108843537415,0.1626974250762095,0.19230769230769232,1.2142857142857142,2,4.230340718989093,AES
140,1.0071428571428571,138,139,649,331.4006662055349,999.2139903136505,12003.0,155155699.99999997,1062317.5,1.0525495916281706,0.01630386096927349,0.09565153380360221,1.0,0.0,0.16666666666666666,0.9310344827586207,2,4.116740100016836,DES
140,1.0071428571428571,138,137,657,341.9592282530391,1000.5737784954121,12050.0,156531760.00000003,1071632.0,1.0536656405543072,0.018099173553719008,0.0972144887929413,1.0145985401459854,0.1199392461690145,0.2823529411764706,0.8793103448275862,2,4.168916259020474,Blowfish
152,0.9736842105263158,149,150,709,341.1119823982919,1054.9159281498728,13209.0,186839160.00000003,1197688.5,1.0495861506763253,0.016666666666666666,0.09272299019149949,1.0066666666666666,0.08137703743822468,0.19811320754716982,1.0483870967741935,2,4.209132422150202,AES
140,1.0142857142857142,137,137,627,330.8604679463385,988.651278636876,11904.0,152165999.99999994,1038992.0,1.0536656405543072,0.017142290923503764,0.09630049948283821,1.0145985401459854,0.11993924616901451,0.25,1.2115384615384615,2,4.145090188638685,DES
140,1.0071428571428571,139,138,653,315.45867064420725,1015.9192030449024,12210.0,158424840.00000003,1099705.0,1.0531074682472206,0.01638888888888889,0.09656883619189366,1.0072463768115942,0.08481666601970744,0.21649484536082475,0.9666666666666667,2,4.056532146440803,Blowfish
152,0.9802631578947368,148,148,697,340.0013207228584,1031.3981296796655,12889.0,179266215.99999997,1137530.5,1.050551140665006,0.01818181818181818,0.09046355470082566,1.0202702702702702,0.14092333523387976,0.3448275862068966,0.828125,2,4.20045987423088,AES
140,0.9928571428571429,138,136,609,320.76052650880683,971.2500628745377,11678.0,146469960.00000003,1011235.0,1.054224108706152,0.0174412639786601,0.09885082605047135,1.0220588235294117,0.14687488496645718,0.25842696629213485,1.1132075471698113,2,4.119794758095241,DES
140,1.0071428571428571,138,135,629,328.3917609199215,980.2305092986613,11771.0,149617020.0,1030294.5000000001,1.0547828728595599,0.018099173553719008,0.09682643436757396,1.0296296296296297,0.1695633058112533,0.20454545454545456,0.9629629629629629,2,4.125103599313274,Blowfish
152,0.9868421052631579,151,149,691,342.77334241448153,1054.1263850838782,13208.0,186758752.00000003,1187836.0,1.050068534820088,0.017241379310344827,0.09227072412006738,1.0134228187919463,0.1150766993253842,0.11607142857142858,0.9230769230769231,2,4.214626679374625,AES
140,1.0,136,138,639,313.10986940839484,981.9705747521449,11800.0,148722560.0,1034056.0,1.0531074682472206,0.017697704081632654,0.09780397640613192,1.0072463768115942,0.08481666601970743,0.23404255319148937,1.2307692307692308,2,4.081882542074679,DES
140,1.0142857142857142,137,136,651,319.3406103734003,972.7515482209958,11702.0,146751360.0,1017478.0,1.054224108706152,0.017777423469387755,0.0979219048541778,1.0220588235294117,0.14687488496645718,0.24719101123595505,1.3125,2,4.1175584061568475,Blowfish
152,0.9868421052631579,148,145,683,324.3563795458422,1094.0772089061693,13646.0,197936224.00000006,1260162.0,1.0520002894258524,0.017543859649122806,0.0962562643896152,1.0413793103448277,0.19916591831991248,0.19626168224299065,0.6842105263157895,2,4.082761080787739,AES
140,1.0214285714285714,137,136,649,332.8333458925921,995.7891161596124,11978.0,154332360.0,1062508.0,1.054224108706152,0.01612469766191884,0.09501416738984768,1.0220588235294117,0.14687488496645718,0.2727272727272727,0.9649122807017544,2,4.133200750933039,DES
140,1.0071428571428571,138,137,649,317.72383126718404,979.2556188477562,11734.0,148384599.99999997,1026055.0000000002,1.0536656405543072,0.017191835116924296,0.09808438189192197,1.0145985401459854,0.11993924616901451,0.27058823529411763,0.9636363636363636,2,4.075379517506281,Blowfish
152,0.993421052631579,149,147,703,331.997156742623,1013.4583799618089,12696.0,172872640.00000003,1097251.0000000002,1.0510339683129721,0.01639344262295082,0.09270411679760175,1.0272108843537415,0.1626974250762095,0.24242424242424243,1.2777777777777777,2,4.22939796511667,AES
140,1.0071428571428571,136,136,657,307.05028092279326,976.5362896407044,11751.0,146706420.00000003,1016930.5,1.054224108706152,0.018099173553719008,0.09735809461204237,1.0220588235294117,0.14687488496645718,0.26881720430107525,1.6818181818181819,3,4.086459933421751,DES
140,1.0,139,137,653,347.76370278475247,1006.8825189789713,12128.0,158865279.99999997,1095141.0,1.0536656405543072,0.017793367346938774,0.09818540073153077,1.0145985401459854,0.1199392461690145,0.23333333333333334,0.8813559322033898,2,4.179346050858555,Blowfish
152,0.9868421052631579,149,150,695,333.1859480321697,1028.552927191355,12886.0,177677968.00000003,1129951.0,1.0495861506763253,0.016129032258064516,0.09414744538755505,1.0066666666666666,0.08137703743822469,0.25,1.105263157894737,2,4.223940725442642,AES
140,1.0142857142857142,140,137,651,314.9264345455947,985.4259692256945,11837.0,149834019.99999997,1035272.5000000002,1.0536656405543072,0.017389966143428748,0.09561934678023833,1.0145985401459854,0.11993924616901451,0.17346938775510204,1.2115384615384615,1,4.081396358838723,DES
140,1.0071428571428571,138,136,649,327.53808628234975,1016.8755096050336,12231.0,159784379.99999997,1108369.5000000002,1.054224108706152,0.016913243320884803,0.09892633107050915,1.0220588235294117,0.14687488496645718,0.27956989247311825,0.9508196721311475,2,4.101174338515971,Blowfish
152,0.9868421052631579,145,148,675,341.9735220426719,1036.3913885312488,12987.0,181040056.0,1150690.5,1.050551140665006,0.016666666666666666,0.09603641927498387,1.0202702702702702,0.14092333523387976,0.19607843137254902,0.8484848484848485,2,4.236521214874711,AES
140,1.0142857142857142,137,138,657,324.4874863078525,1015.0482112833906,12195.0,158986100.0,1099448.5,1.0531074682472206,0.01694411414982164,0.0953759258383708,1.0072463768115942,0.08481666601970744,0.22105263157894736,0.9016393442622951,2,4.076058656641573,DES
140,1.0,137,137,619,322.407197942907,1006.5687252813905,12073.0,156397780.0,1084536.5,1.0536656405543072,0.01785123966942149,0.09371317777423763,1.0145985401459854,0.1199392461690145,0.1485148514851485,0.9016393442622951,2,4.073338597542448,Blowfish
152,0.9868421052631579,147,149,701,329.5260031502496,1067.3437184186832,13348.0,189667120.0,1213715.0,1.050068534820088,0.01694915254237288,0.0940639791560109,1.0134228187919463,0.11507669932538421,0.19811320754716982,0.8142857142857143,2,4.150823819950732,AES
140,1.0071428571428571,139,138,633,324.5236869670618,1015.9992010810364,12198.0,159259800.0,1089271.0,1.0531074682472206,0.016853394618404672,0.09480781645390764,1.0072463768115942,0.08481666601970744,0.22105263157894736,0.9661016949152542,2,4.070259154520258,DES
140,1.0071428571428571,140,137,627,318.61848767441575,996.4864571644052,11971.0,153230420.0,1054153.5,1.0536656405543072,0.017142290923503768,0.0975325033664731,1.0145985401459854,0.11993924616901448,0.2696629213483146,0.8833333333333333,1,4.090734285993266,Blowfish
152,0.9868421052631579,150,144,699,350.45505666937146,1040.202986563136,13025.0,183135832.00000003,1168329.5,1.0528629203337017,0.016666666666666666,0.09635473036647432,1.0486111111111112,0.24522838309735523,0.25263157894736843,0.9193548387096774,2,4.248487459123863,AES
140,1.0071428571428571,137,138,633,325.5166522554182,1038.9085181595276,12480.0,165940880.0,1156373.0,1.0531074682472206,0.01638888888888889,0.09464856393562898,1.0072463768115942,0.08481666601970743,0.24210526315789474,0.7352941176470589,2,4.06429561396749,DES
140,1.0142857142857142,140,133,641,335.1303423676795,1016.2635748783491,12252.0,160314560.00000003,1108708.0,1.0559012897987001,0.017092746730083236,0.09461828234638871,1.0451127819548873,0.20755148483973324,0.23404255319148937,0.8125,1,4.1493395273717475,Blowfish
152,0.993421052631579,150,149,713,328.11883576220384,1033.467962550391,12932.0,178709136.00000003,1139478.0,1.050068534820088,0.01694915254237288,0.09246742686547153,1.0134228187919463,0.11507669932538421,0.28865979381443296,1.0161290322580645,2,4.193091389472862,AES
140,1.0071428571428571,140,139,649,319.73518720886216,1009.5491122578009,12126.0,156998800.0,1076652.0,1.0525495916281706,0.017538265306122448,0.09175524451665182,1.0,0.0,0.16,1.0,1,4.072606377729319,DES
140,0.9928571428571429,137,137,627,313.96677292749246,1014.408628461675,12202.0,157864000.0,1096386.0,1.0536656405543072,0.018511925952296192,0.09596326468371215,1.0145985401459854,0.1199392461690145,0.26595744680851063,0.9193548387096774,2,4.060467825396327,Blowfish
152,0.9802631578947368,150,149,703,331.2355805359409,1022.8988171794012,12791.0,175717927.99999997,1112897.5,1.050068534820088,0.017543859649122806,0.09173953725586961,1.0134228187919463,0.11507669932538421,0.23958333333333334,1.0517241379310345,2,4.195083545914316,AES
140,1.0142857142857142,138,138,627,331.038950188468,974.4004379402326,11707.0,148266020.00000003,1023025.5,1.0531074682472206,0.017142290923503764,0.09562157168729307,1.0072463768115942,0.08481666601970744,0.3125,0.9090909090909091,2,4.149998056061246,DES
140,1.0,139,137,631,325.4548554613285,964.8352901177723,11600.0,145155920.00000003,994559.0,1.0536656405543072,0.01811570247933884,0.09618533829788227,1.0145985401459854,0.1199392461690145,0.26744186046511625,1.18,2,4.143574217031214,Blowfish
152,0.993421052631579,149,150,697,333.20796841567176,1015.3750291317491,12716.0,173586128.00000006,1103318.0,1.0495861506763253,0.015873015873015872,0.09380163024053938,1.0066666666666666,0.08137703743822469,0.18269230769230768,1.2777777777777777,2,4.226496345708718,AES
140,0.9857142857142858,138,137,635,317.6309163788111,1024.184358873126,12305.0,160978020.0,1104531.5,1.0536656405543072,0.01877892488430046,0.09907964585689509,1.0145985401459854,0.11993924616901451,0.18,0.9666666666666667,2,4.051506765582736,DES
140,1.0071428571428571,138,136,635,330.4169638883321,1009.3803197877481,12156.0,157923360.00000006,1094557.0,1.054224108706152,0.018347050754458163,0.09603708570942433,1.0220588235294117,0.14687488496645718,0.15151515151515152,0.8095238095238095,2,4.131663619246077,Blowfish
152,0.9802631578947368,151,144,697,328.2402258859554,1008.5853231682172,12630.0,170997872.00000003,1086155.0,1.0524837830947866,0.017241379310344827,0.09416259343205056,1.0486111111111112,0.21505364676669475,0.22916666666666666,1.1454545454545455,2,4.2185075866266475,AES
140,1.0071428571428571,138,138,667,323.93299389099684,1014.9248324229808,12219.0,158900700.00000003,1103620.5,1.0531074682472206,0.01716706302021403,0.09689843218218637,1.0072463768115942,0.08481666601970744,0.16666666666666666,1.2037037037037037,2,4.105305403268495,DES
140,1.0,138,135,673,319.48708503597925,977.1837096959882,11764.0,147974400.0,1028687.0,1.0547828728595599,0.017389966143428748,0.09861168263370577,1.0296296296296297,0.16956330581125328,0.24175824175824176,1.4565217391304348,2,4.125938475149939,Blowfish
152,0.9868421052631579,149,150,661,335.8722543332981,988.9584565435842,12389.0,165809048.00000003,1045544.5,1.0495861506763253,0.017241379310344827,0.09531149852326445,1.0066666666666666,0.08137703743822468,0.22826086956521738,1.1320754716981132,2,4.252892859185426,AES
140,1.0071428571428571,138,137,637,319.29252198946807,998.3217344131122,12018.0,153803160.0,1067707.0,1.0536656405543072,0.016805515656420567,0.09658685090317166,1.0145985401459854,0.1199392461690145,0.15384615384615385,1.3076923076923077,2,4.105677160100576,DES
140,1.0071428571428571,138,137,631,346.8640865784511,963.216126028887,11594.0,146733999.99999997,1000109.0000000001,1.0536656405543072,0.0174412639786601,0.09753257269100572,1.0145985401459854,0.1199392461690145,0.16091954022988506,1.02,2,4.209375992748,Blowfish
152,0.9671052631578947,149,149,679,332.50440593029197,1030.8762389525446,12885.0,178336279.99999994,1135435.5,1.050068534820088,0.01818181818181818,0.0943685213114454,1.0134228187919463,0.1150766993253842,0.23469387755102042,1.0508474576271187,2,4.183808718634494,AES
140,1.0071428571428571,140,136,637,306.71806260377315,1015.9837745124613,12193.0,157681860.00000003,1091374.5,1.054224108706152,0.017142290923503768,0.09878090819106349,1.0220588235294117,0.14687488496645718,0.24742268041237114,1.0862068965517242,1,4.012919267706486,DES
140,1.0071428571428571,138,136,629,337.4495766485611,999.8868852123758,12032.0,155910440.00000003,1070063.0,1.054224108706152,0.017142290923503764,0.10053510965708407,1.0220588235294117,0.14687488496645718,0.2441860465116279,0.7258064516129032,2,4.150855371738322,Blowfish
152,0.993421052631579,149,147,699,343.5153136910354,1033.8676072204555,12949.0,180406520.00000003,1144872.5,1.0510339683129721,0.016666666666666666,0.09495206717985867,1.0272108843537415,0.1626974250762095,0.24242424242424243,1.0847457627118644,2,4.23803622037902,AES
140,1.0,137,138,647,312.47381780189744,984.6837630367968,11802.0,149413880.00000003,1035429.0,1.0531074682472206,0.017538265306122448,0.09415089241514957,1.0072463768115942,0.08481666601970744,0.20652173913043478,1.0943396226415094,2,4.049423810469497,DES
140,1.0071428571428571,133,137,641,332.75182513341207,997.2593558700681,11978.0,154734999.99999997,1053817.0,1.0536656405543072,0.017538265306122448,0.0986674337777472,1.0145985401459854,0.11993924616901448,0.23076923076923078,0.8983050847457628,3,4.1205119957740095,Blowfish
152,0.9736842105263158,148,148,705,359.93575623375193,1036.169026454872,12998.0,182886400.00000003,1158618.0,1.050551140665006,0.017857142857142856,0.09586175552910718,1.0202702702702702,0.14092333523387976,0.20833333333333334,0.9016393442622951,2,4.289195597478507,AES
140,0.9928571428571429,137,137,633,343.1888196854363,970.0558922262763,11661.0,148230179.99999997,1018191.5,1.0536656405543072,0.017777423469387755,0.09959485633639728,1.0145985401459854,0.1199392461690145,0.18604651162790697,0.9245283018867925,2,4.175156090728541,DES
140,1.0071428571428571,138,134,613,329.5267364198342,956.1386562546738,11491.0,143190460.0,985277.5,1.0553419331714189,0.0181267217630854,0.10006931005485277,1.037313432835821,0.189528732823885,0.15555555555555556,0.9622641509433962,2,4.15533890363533,Blowfish
152,0.9736842105263158,151,142,689,334.3924602018447,1056.4538241495259,13199.0,186642775.99999997,1177792.5,1.053451437168043,0.017543859649122806,0.09741450887546492,1.0633802816901408,0.24364568861980554,0.20192307692307693,0.8656716417910447,2,4.1681698474375555,AES
140,1.0,134,135,649,316.21780310766906,982.196671241437,11800.0,149058559.99999997,1028853.0,1.0547828728595599,0.018432784636488342,0.0980628250203491,1.0296296296296297,0.1695633058112533,0.2727272727272727,0.8983050847457628,2,4.083845365236449,DES
140,1.0071428571428571,136,137,651,329.3104092695764,985.5473881791296,11857.0,151164860.0,1040730.5000000001,1.0536656405543072,0.01716706302021403,0.09734806364085652,1.0145985401459854,0.11993924616901448,0.21348314606741572,0.9285714285714286,2,4.142079311524023,Blowfish
152,0.9868421052631579,151,149,697,346.99398779031594,1024.8166530835524,12828.0,177939407.99999997,1117948.0,1.050068534820088,0.01639344262295082,0.09199173994106653,1.0134228187919463,0.11507669932538421,0.3146067415730337,0.9180327868852459,2,4.2514983365208066,AES
140,1.0142857142857142,138,137,659,309.7462173459689,965.7765170265138,11601.0,144013380.0,991492.5,1.0536656405543072,0.017697704081632654,0.09561495319652732,1.0145985401459854,0.11993924616901451,0.27586206896551724,1.4130434782608696,2,4.083029975260226,DES
140,1.0,136,136,645,329.6025600579372,948.3918770230235,11427.0,141131900.00000003,972597.5000000001,1.054224108706152,0.018016528925619835,0.09913859604055567,1.0220588235294117,0.14687488496645718,0.2839506172839506,1.2127659574468086,3,4.184135985747673,Blowfish
152,0.9868421052631579,148,146,691,334.6313370594955,1041.0806252436812,13033.0,181765704.0,1151579.5,1.0515170178659254,0.01694915254237288,0.0959812016770028,1.0342465753424657,0.18186189105961303,0.18446601941747573,0.8769230769230769,2,4.205333199894297,AES
140,1.0,138,135,637,326.8805734215062,983.7962648432994,11808.0,150458839.99999997,1038632.0,1.0547828728595599,0.018749258336299986,0.09789746332336029,1.0296296296296297,0.1695633058112533,0.20224719101123595,0.7833333333333333,2,4.114369708448567,DES
140,1.0071428571428571,135,134,641,332.00817477754237,981.4965979976115,11797.0,150299100.0,1035573.5,1.0553419331714189,0.017777423469387755,0.10040886471762857,1.037313432835821,0.189528732823885,0.26436781609195403,1.1568627450980393,2,4.139938045564047,Blowfish
152,0.9736842105263158,145,146,651,337.4076849694076,1042.0009856634422,13018.0,182340720.0,1157147.0,1.0515170178659254,0.01694915254237288,0.09808404267772614,1.0342465753424657,0.18186189105961306,0.2736842105263158,0.8615384615384616,2,4.181521513231422,AES
140,1.0142857142857142,139,137,631,335.6316248364162,1003.9504033614745,12087.0,156879100.0,1077012.5,1.0536656405543072,0.016853394618404672,0.09683975226232537,1.0145985401459854,0.1199392461690145,0.23076923076923078,0.8666666666666667,2,4.150605091696258,DES
140,0.9928571428571429,139,136,659,314.7385545910177,1012.8418643865177,12141.0,157487259.99999997,1093154.5,1.054224108706152,0.01877892488430046,0.09777769908724114,1.0220588235294117,0.14687488496645718,0.1958762886597938,1.0350877192982457,2,4.025709134731089,Blowfish
152,0.9802631578947368,149,150,707,333.74424770655924,1010.8341986313991,12647.0,172241992.00000006,1096845.5,1.0495861506763253,0.017543859649122806,0.09655955657731265,1.0066666666666666,0.08137703743822469,0.2268041237113402,1.125,2,4.22857378994261,AES
140,1.0142857142857142,138,136,641,327.3026893612731,974.6419596635875,11730.0,147987559.99999997,1015076.0,1.054224108706152,0.017466912896275777,0.09515579054263894,1.0220588235294117,0.14687488496645718,0.17582417582417584,1.0576923076923077,2,4.151493848206258,DES
140,1.0142857142857142,139,135,651,320.3004566073896,968.4057091411107,11652.0,145656280.00000003,1008551.0,1.0547828728595599,0.017092746730083236,0.09575987268154476,1.0296296296296297,0.1695633058112533,0.25842696629213485,1.3829787234042554,2,4.1285172835620125,Blowfish
152,0.9802631578947368,149,147,705,323.0355592391293,1037.134045081475,12957.0,179359847.99999994,1154584.5,1.0510339683129721,0.016666666666666666,0.09539958200596887,1.0272108843537415,0.1626974250762095,0.3191489361702128,1.1379310344827587,2,4.153030940314316,AES
140,1.0142857142857142,139,138,657,318.82044811532717,1005.5598052147577,12077.0,155791580.0,1080365.5,1.0531074682472206,0.016853394618404672,0.09781635802262909,1.0072463768115942,0.08481666601970744,0.25806451612903225,1.0172413793103448,2,4.074351123042434,DES
